Id,Status,Timediff
0894EF37C23A1ED88DC55B5D17A8294F,10,11.293661100000001
0894EF37C23A1ED88DC55B5D17A8294F,20,5.904417866666668
0894EF37C23A1ED88DC55B5D17A8294F,25,0.0
0894EF37C23A1ED88DC55B5D17A8294F,30,17.62917361666667
0894EF37C23A1ED88DC55B5D17A8294F,33,0.0
0894EF37C23A1ED88DC55B5D17A8294F,35,0.0
0894EF37C23A1ED88DC55B5D17A8294F,40,0.13878331666666668
0894EF37C23A1ED88DC609FEFD2C77DA,10,2.350976583333333
0894EF37C23A1ED88DC609FEFD2C77DA,20,6.7749591166666665
0894EF37C23A1ED88DC609FEFD2C77DA,25,9.277514250000003
0894EF37C23A1ED88DC609FEFD2C77DA,30,0.0
0894EF37C23A1ED88DC609FEFD2C77DA,33,0.0
0894EF37C23A1ED88DC609FEFD2C77DA,35,0.0
0894EF37C23A1ED88DC609FEFD2C77DA,40,0.3408089166666667
0894EF37C23A1ED88DC609FEFD2C77DA,45,0.04054973333333334
0894EF37C23A1ED88DC81039060D22D2,10,1.1951649333333334
0894EF37C23A1ED88DC81039060D22D2,15,0.29131950000000006
0894EF37C23A1ED88DC81039060D22D2,20,414.1136531166668
0894EF37C23A1ED88DC81039060D22D2,90,0.05701051666666668
0894EF37C23A1ED88DC8274CA53424AD,10,2.7503824999999997
0894EF37C23A1ED88DC8274CA53424AD,20,5.736744916666666
0894EF37C23A1ED88DC8274CA53424AD,25,0.0
0894EF37C23A1ED88DC8274CA53424AD,30,9.00087935
0894EF37C23A1ED88DC8274CA53424AD,33,0.0
0894EF37C23A1ED88DC8274CA53424AD,35,0.0
0894EF37C23A1ED88DC8274CA53424AD,40,28.509989383333334
0894EF37C23A1ED88DC83244C531E644,10,8.755826183333333
0894EF37C23A1ED88DC83244C531E644,20,0.6157634000000001
0894EF37C23A1ED88DC83244C531E644,25,19.251088183333334
0894EF37C23A1ED88DC83244C531E644,30,28.822748850000004
0894EF37C23A1ED88DC83244C531E644,33,3.9293830666666665
0894EF37C23A1ED88DC83244C531E644,35,3.5813699666666667
0894EF37C23A1ED88DC83244C531E644,40,0.0
0894EF37C23A1ED88DC895AE1F72EDD4,10,0.6022332666666667
0894EF37C23A1ED88DC895AE1F72EDD4,20,2.7882877
0894EF37C23A1ED88DC895AE1F72EDD4,25,0.0
0894EF37C23A1ED88DC895AE1F72EDD4,30,4.033329849999999
0894EF37C23A1ED88DC895AE1F72EDD4,33,0.0
0894EF37C23A1ED88DC895AE1F72EDD4,35,0.0
0894EF37C23A1ED88DC895AE1F72EDD4,40,0.3013890666666667
0894EF37C23A1ED88DC895AE1F72EDD4,45,0.00018126666666666666
