-0.02707007	0.036894284	0.04060684	0.006260915	0.050735634	0.06642305	0.037319444	0.019723767	-0.049609005	0.08035182	0.0061802324	0.11378199	0.004042172	-0.07547978	-0.01791446	0.03231073
0.046111353	0.07744373	0.050668847	0.0192925	-0.022565994	0.04886476	-0.048899103	0.029596549	-0.055895805	0.07545456	-0.0018122268	0.06077086	-0.036323298	-0.052964788	-0.025159167	0.018470652
0.024323978	0.069672294	-0.009069091	0.027450876	-0.044858575	0.058363713	0.0004400331	0.016687669	0.04034712	0.058190748	0.01747109	0.047663618	-0.026118716	-0.07722416	-0.10289205	0.049977414
0.0009473453	0.049580954	0.03190028	0.005757042	0.013387988	-0.00024958033	-0.0021878218	0.055008646	0.01757808	0.030796444	-0.06213463	0.023829905	-0.06027148	-0.029971072	-0.025325347	0.040848102
0.011832755	0.015921855	0.030171873	0.07216616	0.06269883	0.061003655	-0.044729665	0.003603597	0.008674346	-0.020104367	0.002704612	0.056543395	-0.02628091	-0.075641975	-0.035613578	0.014156449
0.06649832	-0.057132456	0.0106906975	-0.030079352	-0.038655896	-0.049533203	-0.0441449	-0.035369646	-0.010172878	0.065417886	-0.02435931	0.13611321	0.025983851	-0.030080855	0.02464342	0.05342609
0.0047370233	0.08020093	0.12418804	-0.0035272606	0.032800227	0.029679412	-0.01476513	0.01823831	0.029082885	0.020356229	0.02630187	0.08308128	-0.020201072	-0.0896858	-0.093452364	0.04165953
0.025433838	0.075284936	0.044246424	0.02444476	-0.07272381	-0.012958817	-0.023502726	0.007815931	-0.053103816	-0.01823542	-0.01871561	0.07182705	0.0087034125	-0.09279771	-0.04452034	0.03082945
0.06042746	0.0949629	-0.014323847	0.0118820425	-0.033883274	0.087050185	-0.0067595127	-0.00026941157	-0.042202435	0.018600594	-0.06070447	0.015024101	-0.0118747195	-0.047059126	-0.047678385	0.017878206
0.029025923	0.05755928	-0.0076703774	-0.020971052	0.038805276	0.07297411	-0.016271453	0.05725336	0.028301476	0.0667387	-0.006162414	-0.0077029485	0.007536857	-0.085750714	-0.08897321	0.014663315
-0.050056797	0.043756675	0.05216527	0.004608306	-0.025393076	0.007430273	-0.0031381557	-0.014539823	0.06762494	0.079175055	-0.01822959	0.034464322	-0.04089726	-0.064878725	-0.017321434	0.044818163
-0.09745991	0.061997995	0.039253403	0.036335167	0.06618962	-0.0031912401	-0.03249986	0.041868363	0.0023456644	0.07840057	-0.022885133	-0.017679606	-0.022009328	-0.02698725	-0.004126681	0.09389057
-0.01591438	0.0075617144	-0.036165055	0.050537847	-0.087505475	0.0168397	-0.005794902	-0.035228923	0.024858685	0.0085208565	0.010356383	0.052627917	-0.049063247	-0.07769161	-0.024456097	0.02857709
-0.008031964	0.15450762	0.04570696	0.07216364	-0.0032353771	-0.02333395	0.051630378	-0.01413419	0.017872784	0.041444372	-0.03515007	0.07213191	-0.105683476	-0.014030947	0.04322798	-0.05271358
-0.018748878	0.02312908	-0.010445605	0.017423363	-0.031174064	0.08546572	0.070813335	0.107013084	-0.029514521	-0.096492775	-0.0391765	-0.034238003	0.00025939298	-0.033737227	-0.06143236	0.105500326
-0.037884645	0.13152698	0.13457352	0.03384201	-0.0056567816	0.05453169	0.035344593	0.05457966	-0.030898117	0.050117098	0.012816937	0.052399013	0.054713808	0.0036627597	-0.05185466	0.11279385
-0.0042732595	0.019281697	0.068162486	0.0041892817	-0.08653906	-0.06829401	0.0026144262	0.051717002	0.013656412	0.01782493	-0.030616155	-0.0016957128	0.04779599	-0.0580364	-0.02604248	0.107209384
-0.03414632	0.031679492	0.14416859	-0.024254786	-0.021510106	0.036143716	-0.03176909	-0.035472855	-0.019969974	0.025688589	0.014362376	-0.0012300553	-0.022853944	-0.0527632	0.031618703	0.087090395
0.072383866	0.032681625	0.03352536	-0.054174542	0.054090735	0.05070158	-0.07043658	-0.038283583	0.03149714	-0.025236392	-0.02749362	0.13706507	-0.023337249	-0.050990198	0.042349078	0.08508857
0.020307023	-0.0026918545	0.097347714	0.020869609	-0.008879461	0.035440866	-0.032614555	-0.036439095	-0.008075905	0.01941446	0.00528384	-0.03328692	-0.025350345	0.029197043	-0.055080783	0.15614338
-0.001625689	-0.010067772	-0.04678115	0.10578107	0.07167676	0.012320658	0.02739584	0.035728708	-0.0003149204	0.022471728	-0.07064351	0.10571481	0.04148985	-0.024054607	-0.07170958	0.068797655
